,Lokacja,Cena,Cena za m2,M2,Pokoje,Pietro,Currency,Miasto,Dzielnica,Wspolrzedne,Szerokosc,Dlugosc
3677,"Gdańsk Św. Wojciech, Czerska",549000,9631,57.0,3,1,PLN,Gdańsk,,,,
3678,"Gdańsk Morena, Stanisława Lema",790000,14469,54.6,3,2,PLN,Gdańsk,Morena,,,
3679,"Sopot Dolny Sopot, Niepodległości",1340000,24144,55.5,3,3,PLN,Sopot,Dolny Sopot,"Aleja Niepodległości, Sopot Dolny, Sopot, województwo pomorskie, 81-822, Polska",54.4489703,18.5564819
3680,"Gdańsk Długie Ogrody, Długie Ogrody",834000,12636,66.0,4,1,PLN,Gdańsk,Długie ogrody,"Długie Ogrody, Knipawa Rudno, Śródmieście, Gdańsk, województwo pomorskie, 80-728, Polska",54.3487555,18.6698573
3681,"Sopot Górny Sopot, 23 Marca",1680000,15000,112.0,3,2,PLN,Sopot,Górny Sopot,,,
3682,"Gdańsk Śródmieście, Chmielna",2800000,28000,100.0,1,0,PLN,Gdańsk,Śródmieście,"Chmielna, Wyspa Spichrzów, Śródmieście, Gdańsk, województwo pomorskie, 80-748, Polska",54.3456228,18.6558958
3683,"Sopot Wyścigi / Karlikowo, Jana Z Kolna",2900000,27540,105.3,3,3,PLN,Sopot,Wyścigi / Karlikowo,"Jana z Kolna, Wyścigi, Sopot, województwo pomorskie, 81-746, Polska",54.4336039,18.5685252
3684,"Gdańsk Stogi, Wilhelma Stryjewskiego",289000,11073,26.1,2,1,PLN,Gdańsk,Stogi,"Wilhelma Stryjewskiego, Stogi, Gdańsk, województwo pomorskie, 80-617, Polska",54.3606465,18.7087672
3685,Gdańsk Morena,625000,9987,62.58,5,2,PLN,Gdańsk,Morena,"Harcerska Baza Obozowa ,,Morena'', 77, Jaśkowa Dolina, Wrzeszcz Górny, Gdańsk, województwo pomorskie, 80-287, Polska",54.3680995,18.590122456073757
3686,Gdynia Obłuże,399000,8296,48.09,2,2,PLN,Gdynia,Obłuże,"Obłuże, Gdynia, województwo pomorskie, Polska",54.5531148,18.5175055
3687,"Gdynia Oksywie, Bosmańska",1122000,12255,91.55,3,3,PLN,Gdynia,Oksywie,"Bosmańska, Oksywie, Gdynia, województwo pomorskie, 81-114, Polska",54.5488509,18.5302022
3688,"Gdynia Oksywie, Nasypowa",470000,12466,37.7,2,4,PLN,Gdynia,Oksywie,"Nasypowa (NŻ), Inżyniera Jana Śmidowicza, Kępa Oksywska, Oksywie, Gdynia, województwo pomorskie, 81-127, Polska",54.545692450000004,18.522105049999993
3689,"Gdynia Karwiny, Janiny Porazińskiej",830000,11850,70.04,2,4,PLN,Gdynia,Karwiny,"Janiny Porazińskiej, Karwiny III, Karwiny, Gdynia, województwo pomorskie, 81-572, Polska",54.4741919,18.4829109
3690,"Gdańsk Brzeźno, Walecznych",680000,12789,53.17,2,2,PLN,Gdańsk,Brzeźno,"Walecznych, Brzeźno, Gdańsk, województwo pomorskie, 80-513, Polska",54.4076153,18.6337123
3691,"Gdynia Śródmieście, Armii Krajowej",620000,12916,48.0,2,2,PLN,Gdynia,Śródmieście,"Armii Krajowej, Śródmieście, Gdynia, województwo pomorskie, 81-366, Polska",54.517772,18.5377329
3692,"Gdańsk Chełm, Rogalińska 7",520000,10699,48.6,3,9,PLN,Gdańsk,Chełm,"7, Rogalińska, Osiedle Wilanowska, Chełm, Gdańsk, województwo pomorskie, 80-809, Polska",54.3297399,18.599088651540008
3693,"Gdańsk Zaspa, Dywizjonu 303 35",699000,15533,45.0,3,15,PLN,Gdańsk,Zaspa,"35, Dywizjonu 303, Młyniec, Zaspa-Młyniec, Gdańsk, województwo pomorskie, 80-462, Polska",54.3931493,18.602365949820268
3694,"Gdańsk Dolny Sopot, Grunwaldzka",655000,8551,76.6,3,2,PLN,Sopot,Dolny Sopot,,,
3695,"Gdynia Cisowa, Szubińska",355800,6242,57.0,2,0,PLN,Gdynia,Cisowa,"Szubińska, Cisowa, Gdynia, województwo pomorskie, 81-009, Polska",54.5458125,18.4544734
3696,"Gdańsk Ujeścisko, Nieborowska",650000,11016,59.0,2,0,PLN,Gdańsk,Ujeścisko,,,
3697,Gdańsk,450000,10089,44.6,1,1,PLN,Gdańsk,,"Gdańsk, województwo pomorskie, Polska",54.3706858,18.61298210330077
3698,"Gdańsk Oliwa, Opacka",1568516,24131,65.0,3,1,PLN,Gdańsk,Oliwa,"Opacka, Oliwa, Gdańsk, województwo pomorskie, Polska",54.41009455,18.555430845698723
3699,"Sopot Górny Sopot, 23 Marca",379000,23409,16.19,4,0,PLN,Sopot,Górny Sopot,,,
3700,"Gdańsk Letnica, Sucha",1799000,18937,95.0,3,1,PLN,Gdańsk,Letnica,"Sucha, Oliwskie Łąki, Letnica, Gdańsk, województwo pomorskie, 80-534, Polska",54.3904967,18.6474929
3701,"Gdańsk Oliwa, Grunwaldzka",829000,9988,83.0,1,2,PLN,Gdańsk,Oliwa,"Uniwersytet Gdański, Aleja Grunwaldzka, Olivia Business Centre, Oliwa, Gdańsk, województwo pomorskie, 80-309, Polska",54.396404950000004,18.57400997579134
3702,"Sopot Wyścigi / Karlikowo, 3 Maja",1199000,15545,77.13,3,0,PLN,Sopot,Wyścigi / Karlikowo,,,
3703,"Gdańsk Jasień, Lawendowe Wzgórze",359000,12286,29.22,2,4,PLN,Gdańsk,Jasień,"Lawendowe Wzgórze, Szadółki, Jasień, Gdańsk, województwo pomorskie, 80-175, Polska",54.3272503,18.5595174
3704,"Gdańsk Dolne Miasto, Śluza",729000,14294,51.0,3,0,PLN,Gdańsk,Dolne miasto,"Śluza, Dolne Miasto, Śródmieście, Gdańsk, województwo pomorskie, 80-770, Polska",54.3412841,18.6579963
3705,"Gdańsk Osowa, Junony",450000,12658,35.55,2,3,PLN,Gdańsk,Osowa,"Junony, Osowa, Gdańsk, województwo pomorskie, 80-299, Polska",54.4206053,18.466155
3706,"Gdańsk Wrzeszcz, Aldony",1390000,15016,92.57,2,2,PLN,Gdańsk,Wrzeszcz,"Aldony, Brunów, Wrzeszcz Dolny, Gdańsk, województwo pomorskie, 80-422, Polska",54.382458,18.6127532
3707,"Gdynia Orłowo, Bernadowska",1470000,29108,50.5,2,3,PLN,Gdynia,Orłowo,"Bernadowska, Kolibki, Orłowo, Gdynia, województwo pomorskie, 81-862, Polska",54.4633744,18.550913
3708,"Gdańsk Jasień, Aleksandry Gabrysiak",450000,10090,44.6,2,2,PLN,Gdańsk,Jasień,"Aleksandry Gabrysiak, Osiedle Kryształowe, Jasień, Gdańsk, województwo pomorskie, 80-175, Polska",54.3358541,18.5570297
3709,"Gdańsk Jasień, Lawendowe Wzgórze",359000,12286,29.22,2,9,PLN,Gdańsk,Jasień,"Lawendowe Wzgórze, Szadółki, Jasień, Gdańsk, województwo pomorskie, 80-175, Polska",54.3272503,18.5595174
3710,"Gdynia Działki Leśne, Szczecińska",485000,11279,43.0,3,3,PLN,Gdynia,Działki Leśne,"Szczecińska, Działki Leśne, Gdynia, województwo pomorskie, 81-325, Polska",54.5180631,18.5203267
3711,"Gdańsk Karczemki, Storczykowa",440000,9778,45.0,2,2,PLN,Gdańsk,Karczemki,"Storczykowa, Karczemki, Kokoszki, Gdańsk, województwo pomorskie, 80-178, Polska",54.3551274,18.5082103
3712,"Gdańsk Jasień, Potęgowska",700000,8599,81.4,1,0,PLN,Gdańsk,Jasień,"Potęgowska, Szadółki, Jasień, Gdańsk, województwo pomorskie, 80-175, Polska",54.3316163,18.5487117
3713,"Gdynia Chylonia, Helska",410000,9318,44.0,2,12,PLN,Gdynia,Chylonia,"Helska, Chylonia, Gdynia, województwo pomorskie, 81-056, Polska",54.5403996,18.4610402
3714,"Gdańsk Młode Miasto, Wałowa",684000,23586,29.0,1,2,PLN,Gdańsk,Młode miasto,"Wałowa, Osiek, Śródmieście, Gdańsk, województwo pomorskie, 80-860, Polska",54.3588463,18.6536521
3715,"Gdańsk Śródmieście, Wałowa",829900,18861,44.0,3,1,PLN,Gdańsk,Śródmieście,"Wałowa, Osiek, Śródmieście, Gdańsk, województwo pomorskie, 80-855, Polska",54.3584458,18.6514304
3716,"Gdynia Chylonia, Lubawska",229000,13470,17.0,3,5,PLN,Gdynia,Chylonia,"Lubawska, Chylonia, Gdynia, województwo pomorskie, 81-066, Polska",54.5375896,18.476903
3717,"Gdańsk Orunia, Diamentowa",460000,10222,45.0,2,8,PLN,Gdańsk,Orunia,"Diamentowa, Ptaszniki, Orunia - Święty Wojciech - Lipce, Gdańsk, województwo pomorskie, 80-028, Polska",54.3268235,18.630472
3718,"Gdynia Mały Kack, Wzgórze Bernadowo",1099000,10881,101.0,2,0,PLN,Gdynia,Mały Kack,"Wzgórze Bernadowo, Mały Kack, Gdynia, województwo pomorskie, 81-583, Polska",54.4658973,18.5116525
3719,"Gdańsk Wrzeszcz, Żywiecka",499000,11537,43.25,2,1,PLN,Gdańsk,Wrzeszcz,"Żywiecka, Nowe Szkoty, Wrzeszcz Dolny, Gdańsk, województwo pomorskie, 80-420, Polska",54.3854213,18.6221429
3720,"Gdańsk Przymorze, Lęborska",459000,9089,50.5,3,3,PLN,Gdańsk,Przymorze,"Lęborska, Mała Warszawa, Przymorze Małe, Gdańsk, województwo pomorskie, 80-386, Polska",54.4043074,18.576655
3721,"Gdańsk Ujeścisko, Cedrowa 39",599000,14837,40.37,3,8,PLN,Gdańsk,Ujeścisko,"39, Cedrowa, Ujeścisko, Ujeścisko - Łostowice, Gdańsk, województwo pomorskie, 80-126, Polska",54.33725465,18.58593960048068
3722,"Gdynia Pogórze, Metalowa",539000,8084,66.67,3,1,PLN,Gdynia,Pogórze,"Metalowa, Pogórze Górne, Pogórze, Gdynia, województwo pomorskie, 81-149, Polska",54.5579593,18.4816952
3723,"Gdańsk Morena, Franciszka Rakoczego",829000,12373,67.0,3,1,PLN,Gdańsk,Morena,"Moto Park, 32, Franciszka Rakoczego, Nowolipie, Siedlce, Gdańsk, województwo pomorskie, 80-171, Polska",54.35006175,18.59514923167543
3724,"Gdynia Cisowa, Kcyńska",389000,6946,56.0,5,3,PLN,Gdynia,Cisowa,"Kcyńska, Cisowa, Gdynia, województwo pomorskie, 81-009, Polska",54.5439984,18.452518
3725,"Gdynia Karwiny, Tatarczana",495000,8250,60.0,3,7,PLN,Gdynia,Karwiny,"Tatarczana, Karwiny I, Karwiny, Gdynia, województwo pomorskie, 81-587, Polska",54.4714887,18.5042026
3726,"Gdańsk Łostowice, Piłkarska",649000,4992,130.0,3,4,PLN,Gdańsk,Łostowice,,,
3727,"Gdynia Karwiny, Janiny Porazińskiej",1199000,16652,72.0,3,4,PLN,Gdynia,Karwiny,"Janiny Porazińskiej, Karwiny III, Karwiny, Gdynia, województwo pomorskie, 81-572, Polska",54.4741919,18.4829109
3728,"Gdańsk Przymorze, Kołobrzeska",679900,13075,52.0,3,4,PLN,Gdańsk,Przymorze,"Kołobrzeska, Mała Warszawa, Przymorze Małe, Gdańsk, województwo pomorskie, 80-323, Polska",54.4016383,18.5772394
3729,"Gdańsk Starówka, Pańska",1100000,12542,87.7,4,1,PLN,Gdańsk,,,,
3730,"Gdynia Grabówek, Morska",670000,12967,51.67,2,0,PLN,Gdynia,Grabówek,"Morska, Grabówek, Gdynia, województwo pomorskie, 81-225, Polska",54.5285411,18.5057323
3731,"Gdańsk Śródmieście, Stara Stocznia",2800000,30004,93.32,3,1,PLN,Gdańsk,Śródmieście,"Stara Stocznia, Ołowianka, Śródmieście, Gdańsk, województwo pomorskie, 80-862, Polska",54.3558637,18.661659
3732,"Gdynia Śródmieście, 10 Lutego",2990000,34257,87.28,4,4,PLN,Gdynia,Śródmieście,"10 Lutego, Śródmieście, Gdynia, województwo pomorskie, 81-364, Polska",54.5196449,18.5366076
3733,"Gdańsk Wrzeszcz, Jesionowa",1200000,21918,54.75,4,2,PLN,Gdańsk,Wrzeszcz,"Jesionowa, Strzyża Dolna, Wrzeszcz Górny, Gdańsk, województwo pomorskie, 80-261, Polska",54.3805962,18.5997693
3734,"Gdańsk Wrzeszcz, Dmowskiego",980000,10998,89.1,2,3,PLN,Gdańsk,Wrzeszcz,"Gdańsk Wrzeszcz, Romana Dmowskiego, Strzyża Dolna, Wrzeszcz Górny, Gdańsk, województwo pomorskie, 80-243, Polska",54.3817696,18.6055111
3735,"Gdańsk Wrzeszcz, Dmowskiego",1060290,11900,89.1,3,1,PLN,Gdańsk,Wrzeszcz,"Gdańsk Wrzeszcz, Romana Dmowskiego, Strzyża Dolna, Wrzeszcz Górny, Gdańsk, województwo pomorskie, 80-243, Polska",54.3817696,18.6055111
3736,"Gdynia Kamienna Góra, Piłsudskiego",789000,15000,52.6,4,4,PLN,Gdynia,Kamienna Góra,"Piłsudskiego, Aleja Marszałka Józefa Piłsudskiego, Kamienna Góra, Gdynia, województwo pomorskie, 81-382, Polska",54.5086709,18.544094705890046
3737,Gdynia Dąbrowa,539500,8276,65.19,5,1,PLN,Gdynia,Dąbrowa,"Dąbrowa, Gdynia, województwo pomorskie, Polska",54.4746948,18.4580285
3738,"Sopot Dolny Sopot, Bolesława Chrobrego",2300000,23680,97.13,2,0,PLN,Sopot,Dolny Sopot,"Bolesława Chrobrego, Sopot Dolny, Sopot, województwo pomorskie, 81-756, Polska",54.4402888,18.5686813
3739,"Gdynia Grabówek, Morska 95",476000,6611,72.0,1,0,PLN,Gdynia,Grabówek,"95, Morska, Grabówek, Gdynia, województwo pomorskie, 81-225, Polska",54.52747685,18.507333715304835
3740,"Gdynia Obłuże, Ledóchowskiego Antoniego",349000,7255,48.1,3,2,PLN,Gdynia,Obłuże,"Kapitana Antoniego Ledóchowskiego, Stare Obłuże, Obłuże, Gdynia, województwo pomorskie, 81-157, Polska",54.5612744,18.5093776
3741,"Gdańsk Dolne Miasto, Stefanii Sempołowskiej",290000,12775,22.7,3,3,PLN,Gdańsk,Dolne miasto,"Stefanii Sempołowskiej, Dolne Miasto, Śródmieście, Gdańsk, województwo pomorskie, 80-769, Polska",54.3428295,18.6640671
3742,"Gdańsk Siedlce, Skarpowa",539000,9773,55.15,2,1,PLN,Gdańsk,Siedlce,"Skarpowa, Kolonia Wyżyny, Siedlce, Gdańsk, województwo pomorskie, 80-145, Polska",54.3537588,18.6214977
3743,"Gdynia Karwiny, Buraczana",595000,9916,60.0,2,1,PLN,Gdynia,Karwiny,"Buraczana, Karwiny I, Karwiny, Gdynia, województwo pomorskie, 81-587, Polska",54.4698104,18.5070831
3744,"Gdynia Działki Leśne, Słupecka",915180,21000,43.58,2,0,PLN,Gdynia,Działki Leśne,"Słupecka, Działki Leśne, Gdynia, województwo pomorskie, 81-313, Polska",54.5168383,18.5246446
3745,"Gdynia Działki Leśne, Słupecka",980490,21000,46.69,1,0,PLN,Gdynia,Działki Leśne,"Słupecka, Działki Leśne, Gdynia, województwo pomorskie, 81-313, Polska",54.5168383,18.5246446
3746,"Gdynia Działki Leśne, Słupecka",824040,21000,39.24,2,7,PLN,Gdynia,Działki Leśne,"Słupecka, Działki Leśne, Gdynia, województwo pomorskie, 81-313, Polska",54.5168383,18.5246446
3747,"Gdańsk Morena, Magellana",360000,12414,29.0,2,1,PLN,Gdańsk,Morena,,,
3748,"Gdańsk Orunia Górna-Gdańsk Południe, Czerska",499000,12658,39.42,3,1,PLN,Gdańsk,Orunia Górna,"Czerska, Orunia Górna - Gdańsk Południe, Gdańsk, województwo pomorskie, 80-031, Polska",54.2967675,18.6221246
3749,"Gdynia Działki Leśne, Wolności 47",679000,11450,59.3,5,2,PLN,Gdynia,Działki Leśne,"47, Wolności, Działki Leśne, Gdynia, województwo pomorskie, 81-327, Polska",54.518284,18.51827784684133
3750,Gdańsk Osowa,799000,8591,93.0,3,1,PLN,Gdańsk,Osowa,"Gdańsk Osowa, Letniskowa, Nowy Świat, Osowa, Gdańsk, województwo pomorskie, 80-299, Polska",54.4222198,18.4526329
3751,"Gdańsk Oliwa, Poczty Gdańskiej",1900000,12262,154.94,3,0,PLN,Gdańsk,Oliwa,"Poczty Gdańskiej, Dwór I, Oliwa, Gdańsk, województwo pomorskie, 80-320, Polska",54.4095215,18.5693828
3752,"Gdynia Witomino, Nauczycielska 10",375000,7211,52.0,2,0,PLN,Gdynia,Witomino,"10, Nauczycielska, Witomino-Radiostacja, Witomino, Gdynia, województwo pomorskie, 81-614, Polska",54.500850850000006,18.504925556290825
3753,"Gdańsk Zaspa, Ciołkowskiego",629000,13104,48.0,4,0,PLN,Gdańsk,Zaspa,"Konstantego Ciołkowskiego, Zaspa-Rozstaje, Gdańsk, województwo pomorskie, 80-414, Polska",54.3917601,18.6148445
3754,"Gdańsk Ujeścisko, Cedrowa",460000,11966,38.44,2,1,PLN,Gdańsk,Ujeścisko,"Cedrowa, Ujeścisko, Ujeścisko - Łostowice, Gdańsk, województwo pomorskie, 80-126, Polska",54.3392888,18.5860803
3755,"Gdańsk Wrzeszcz, Jana Kilińskiego",1436000,18994,75.6,2,1,PLN,Gdańsk,Wrzeszcz,"Jana Kilińskiego, Kuźniczki, Wrzeszcz Dolny, Gdańsk, województwo pomorskie, 80-452, Polska",54.3838085,18.6062972
3756,"Gdańsk Jasień, Aleksandry Gabrysiak",450000,10089,44.6,4,4,PLN,Gdańsk,Jasień,"Aleksandry Gabrysiak, Osiedle Kryształowe, Jasień, Gdańsk, województwo pomorskie, 80-175, Polska",54.3358541,18.5570297
3757,"Gdynia Orłowo, Spacerowa",4760000,42135,112.97,2,1,PLN,Gdynia,Orłowo,"Spacerowa, Orłowo, Gdynia, województwo pomorskie, 81-517, Polska",54.484146,18.5502512
3758,"Gdańsk Zaspa, Bolesława Chrobrego",1850000,20109,92.0,3,0,PLN,Gdańsk,Zaspa,,,
3759,Gdynia Dąbrowa,539500,8276,65.19,2,1,PLN,Gdynia,Dąbrowa,"Dąbrowa, Gdynia, województwo pomorskie, Polska",54.4746948,18.4580285
3760,Gdańsk Nowy Port,560000,8994,62.26,3,1,PLN,Gdańsk,Nowy Port,"Gdańsk Nowy Port, Podjazd, Nowy Port, Gdańsk, województwo pomorskie, 80-542, Polska",54.4040068,18.6659341
3761,"Gdańsk Piecki Migowo / Jasień, Myśliwska 117A",669000,12194,54.86,3,1,PLN,Gdańsk,Jasień,"Myśliwska, Jasień, Gdańsk, województwo pomorskie, 80-283, Polska",54.3495717,18.5529213
3762,"Gdańsk Przeróbka, Bajki",419000,9744,43.0,1,2,PLN,Gdańsk,Przeróbka,"Bajki, Przeróbka, Gdańsk, województwo pomorskie, 80-706, Polska",54.3563053,18.6825147
3763,"Gdynia Redłowo, Powstania Wielkopolskiego",545000,9692,56.23,3,2,PLN,Gdynia,Redłowo,"Powstania Wielkopolskiego, Redłowo, Gdynia, województwo pomorskie, 81-466, Polska",54.4939715,18.5482429
3764,Gdynia Działki Leśne,359000,11243,31.93,3,3,PLN,Gdynia,Działki Leśne,"Działki Leśne, Gdynia, województwo pomorskie, Polska",54.514046699999994,18.520312681018645
3765,"Gdańsk Chełm, Władysława Cieszyńskiego",599000,11812,50.71,2,3,PLN,Gdańsk,Chełm,"Władysława Cieszyńskiego, Chełm G, Chełm, Gdańsk, województwo pomorskie, 80-809, Polska",54.3380865,18.6109315
3766,"Gdańsk Jasień, Lawendowe Wzgórze",480000,9163,52.38,3,1,PLN,Gdańsk,Jasień,"Lawendowe Wzgórze, Szadółki, Jasień, Gdańsk, województwo pomorskie, 80-175, Polska",54.3272503,18.5595174
3767,Gdańsk Siedlce,475000,13970,34.0,4,3,PLN,Gdańsk,Siedlce,"Siedlce, Gdańsk, województwo pomorskie, Polska",54.3500247,18.6180712
3768,"Sopot Wyścigi / Karlikowo, Polna",2208900,19900,111.0,2,1,PLN,Sopot,Wyścigi / Karlikowo,"Polna, Karlikowo, Sopot, województwo pomorskie, 81-730, Polska",54.4346056,18.5782273
3769,"Gdynia Wielki Kack, Źródło Marii",1500000,12500,120.0,3,3,PLN,Gdynia,Wielki Kack,"Źródło Marii (kapliczka), Źródło Marii, Wielki Kack, Gdynia, województwo pomorskie, 81-573, Polska",54.4576663,18.4843761
3770,"Gdańsk Śródmieście, Świętego Ducha",949000,16649,57.0,3,0,PLN,Gdańsk,Śródmieście,"Świętego Ducha, Stare Miasto, Śródmieście, Gdańsk, województwo pomorskie, 80-881, Polska",54.3514191,18.6492273
3771,"Gdańsk Łostowice, Olimpijska",510000,7448,68.47,3,2,PLN,Gdańsk,Łostowice,,,
3772,"Gdańsk Orunia Górna, Krzemowa",589000,10556,55.8,2,2,PLN,Gdańsk,Orunia Górna,"Krzemowa, Orunia Górna, Orunia Górna - Gdańsk Południe, Gdańsk, województwo pomorskie, 80-078, Polska",54.3266167,18.6191145
3773,"Gdynia Dąbrowa, Sojowa",668000,8966,74.5,2,0,PLN,Gdynia,Dąbrowa,"Sojowa, Dąbrówka, Dąbrowa, Gdynia, województwo pomorskie, 81-589, Polska",54.4715348,18.4694115
3774,"Gdańsk Orunia, Żuławska",319000,7471,42.7,3,1,PLN,Gdańsk,Orunia,"Żuławska, Orunia, Orunia - Święty Wojciech - Lipce, Gdańsk, województwo pomorskie, 80-062, Polska",54.3228794,18.6375796
3775,"Gdańsk Łostowice, Ofiar Grudnia 70",425000,10962,38.77,1,3,PLN,Gdańsk,Łostowice,,,
3776,"Gdynia Wielki Kack, Myśliwska",649000,9985,65.0,2,3,PLN,Gdynia,Wielki Kack,"Myśliwska, Wielki Kack, Gdynia, województwo pomorskie, 81-572, Polska",54.4690608,18.4866248
3777,"Gdynia Orłowo, Bernadowska",675000,19970,33.8,2,1,PLN,Gdynia,Orłowo,"Bernadowska, Kolibki, Orłowo, Gdynia, województwo pomorskie, 81-862, Polska",54.4633744,18.550913
3778,Gdańsk Jasień,450000,9868,45.6,4,2,PLN,Gdańsk,Jasień,"Gdańsk Jasień, Generała Władysława Andersa, Jasień, Gdańsk, województwo pomorskie, 80-283, Polska",54.3536518,18.5500839
3779,"Gdańsk Jasień, Aleksandry Gabrysiak",450000,10089,44.6,4,8,PLN,Gdańsk,Jasień,"Aleksandry Gabrysiak, Osiedle Kryształowe, Jasień, Gdańsk, województwo pomorskie, 80-175, Polska",54.3358541,18.5570297
3780,"Sopot Brodwino, Oskara Kolberga",620000,9253,67.0,4,0,PLN,Sopot,Brodwino,"Oskara Kolberga, Brodwino, Sopot, województwo pomorskie, 81-881, Polska",54.4566205,18.5334087
3781,"Gdynia Orłowo, Górnośląski",829000,11077,74.84,3,1,PLN,Gdynia,Orłowo,"Plac Górnośląski, Orłowo, Gdynia, województwo pomorskie, 81-513, Polska",54.4836374,18.5389242
3782,"Gdynia Wielki Kack, Lipowa",1100000,8333,132.0,4,0,PLN,Gdynia,Wielki Kack,"Lipowa, Wielki Kack, Gdynia, województwo pomorskie, 81-572, Polska",54.4646878,18.481733
3783,"Gdynia Wielki Kack, Gryfa Pomorskiego",665000,6650,100.0,2,7,PLN,Gdynia,Wielki Kack,"Gryfa Pomorskiego, Wielki Kack, Gdynia, województwo pomorskie, 81-572, Polska",54.4686412,18.490985
3784,"Gdynia Oksywie, Aragońska",699000,9058,77.17,2,2,PLN,Gdynia,Oksywie,"Aragońska, Kępa Oksywska, Oksywie, Gdynia, województwo pomorskie, 81-116, Polska",54.5486365,18.5428752
3785,"Gdańsk Łostowice, Hokejowa",390000,12264,31.8,2,1,PLN,Gdańsk,Łostowice,"Hokejowa, Wielkopolska, Ujeścisko - Łostowice, Gdańsk, województwo pomorskie, 80-480, Polska",54.31051,18.5888248
3786,"Gdańsk Zaspa, Leszczyńskich",489900,10163,48.2,3,1,PLN,Gdańsk,Zaspa,"Leszczyńskich, Zaspa-Rozstaje, Gdańsk, województwo pomorskie, 80-414, Polska",54.39476,18.6171429
3787,"Gdańsk Wrzeszcz, Adama Mickiewicza",599000,9693,61.8,3,2,PLN,Gdańsk,Wrzeszcz,"Adama Mickiewicza, Brunów, Wrzeszcz Dolny, Gdańsk, województwo pomorskie, 80-425, Polska",54.3832503,18.6184043
3788,"Gdańsk Zakoniczyn, Konrada Guderskiego",699000,10219,68.4,3,4,PLN,Gdańsk,Zakoniczyn,"Konrada Guderskiego, Zakoniczyn, Ujeścisko - Łostowice, Gdańsk, województwo pomorskie, 80-180, Polska",54.318336,18.5676373
3789,"Gdynia Grabówek, Morska",499000,6828,73.08,3,1,PLN,Gdynia,Grabówek,"Morska, Grabówek, Gdynia, województwo pomorskie, 81-225, Polska",54.5285411,18.5057323
3790,"Gdańsk Morena, Stanisława Lema",739000,13382,55.22,5,8,PLN,Gdańsk,Morena,,,
3791,"Gdańsk Jasień, Pólnicy",579000,9309,62.2,3,1,PLN,Gdańsk,Jasień,"Pólnicy, Os. Gardenia, Jasień, Gdańsk, województwo pomorskie, 80-125, Polska",54.3425831,18.5638165
3792,"Gdańsk Aniołki, Płowce",1200000,10000,120.0,2,2,PLN,Gdańsk,Aniołki,"Płowce, Kolonia Praca, Aniołki, Gdańsk, województwo pomorskie, 80-153, Polska",54.3554068,18.6328861
3793,"Gdańsk Niedźwiednik, Leśna Góra",649900,8665,75.0,3,1,PLN,Gdańsk,Niedźwiednik,"Leśna Góra, Niedźwiednik, Brętowo, Gdańsk, województwo pomorskie, 80-292, Polska",54.3737649,18.5643553
3794,"Gdynia Śródmieście, Stefana Żeromskiego",950000,23058,41.2,3,8,PLN,Gdynia,Śródmieście,"Stefana Żeromskiego, Śródmieście, Gdynia, województwo pomorskie, 81-346, Polska",54.5234855,18.5445976
3795,"Gdańsk Chełm, Dragana 13",770000,12145,63.4,2,0,PLN,Gdańsk,Chełm,"13, Marcina Dragana, Chełm G, Chełm, Gdańsk, województwo pomorskie, 80-807, Polska",54.341592750000004,18.614862191350646
3796,"Gdynia Cisowa, Chylońska",659000,10682,61.69,3,0,PLN,Gdynia,Cisowa,"Chylońska, Cisowa, Gdynia, województwo pomorskie, 81-020, Polska",54.5489949,18.4457365
3797,"Gdynia Pogórze, Żelazna",495000,10355,47.8,3,2,PLN,Gdynia,Pogórze,"Żelazna, Pogórze Górne, Pogórze, Gdynia, województwo pomorskie, 81-172, Polska",54.5597264,18.4864328
3798,"Gdańsk Siedlce, Kartuska",629000,11353,55.4,3,7,PLN,Gdańsk,Siedlce,"Kartuska, Kolonia Spójnia, Siedlce, Gdańsk, województwo pomorskie, 80-103, Polska",54.3511063,18.6352725
3799,"Gdańsk Oliwa, Opacka",1853960,25466,72.8,2,0,PLN,Gdańsk,Oliwa,"Opacka, Oliwa, Gdańsk, województwo pomorskie, Polska",54.41009455,18.555430845698723
3800,"Gdynia Kamienna Góra, Ignacego Krasickiego",799000,13876,57.58,5,7,PLN,Gdynia,Kamienna Góra,"Ignacego Krasickiego, Kamienna Góra, Gdynia, województwo pomorskie, 81-377, Polska",54.510341,18.5444336
3801,"Gdańsk Przymorze, Rzeczypospolitej",829000,18422,45.0,3,2,PLN,Gdańsk,Przymorze,"Aleja Rzeczypospolitej, Przymorze Wielkie, Gdańsk, województwo pomorskie, 80-362, Polska",54.4034704,18.5910556
